"","zip","county","County.FIP","Name","State","State.FIP","County.Name"
"1","06033",9003,3,"Connecticut","CT",9,"Hartford County"
"2","06037",9003,3,"Connecticut","CT",9,"Hartford County"
"3","06040",9003,3,"Connecticut","CT",9,"Hartford County"
"4","06039",9005,5,"Connecticut","CT",9,"Litchfield County"
"5","06062",9003,3,"Connecticut","CT",9,"Hartford County"
"6","06074",9003,3,"Connecticut","CT",9,"Hartford County"
"7","06095",9003,3,"Connecticut","CT",9,"Hartford County"
"8","06013",9003,3,"Connecticut","CT",9,"Hartford County"
"9","06010",9003,3,"Connecticut","CT",9,"Hartford County"
"10","06106",9003,3,"Connecticut","CT",9,"Hartford County"
"11","06375",9011,11,"Connecticut","CT",9,"New London County"
"12","06340",9011,11,"Connecticut","CT",9,"New London County"
"13","06371",9011,11,"Connecticut","CT",9,"New London County"
"14","06410",9009,9,"Connecticut","CT",9,"New Haven County"
"15","06443",9009,9,"Connecticut","CT",9,"New Haven County"
"16","06415",9007,7,"Connecticut","CT",9,"Middlesex County"
"17","06447",9003,3,"Connecticut","CT",9,"Hartford County"
"18","06418",9009,9,"Connecticut","CT",9,"New Haven County"
"19","06424",9007,7,"Connecticut","CT",9,"Middlesex County"
"20","06234",9015,15,"Connecticut","CT",9,"Windham County"
"21","06320",9011,11,"Connecticut","CT",9,"New London County"
"22","06250",9013,13,"Connecticut","CT",9,"Tolland County"
"23","06232",9013,13,"Connecticut","CT",9,"Tolland County"
"24","06457",9007,7,"Connecticut","CT",9,"Middlesex County"
"25","06461",9009,9,"Connecticut","CT",9,"New Haven County"
"26","06513",9009,9,"Connecticut","CT",9,"New Haven County"
"27","06520",9009,9,"Connecticut","CT",9,"New Haven County"
"28","06517",9009,9,"Connecticut","CT",9,"New Haven County"
"29","06488",9009,9,"Connecticut","CT",9,"New Haven County"
"30","06484",9001,1,"Connecticut","CT",9,"Fairfield County"
"31","06480",9007,7,"Connecticut","CT",9,"Middlesex County"
"32","06481",9007,7,"Connecticut","CT",9,"Middlesex County"
"33","06759",9005,5,"Connecticut","CT",9,"Litchfield County"
"34","06756",9005,5,"Connecticut","CT",9,"Litchfield County"
"35","06850",9001,1,"Connecticut","CT",9,"Fairfield County"
"36","06840",9001,1,"Connecticut","CT",9,"Fairfield County"
"37","06906",9001,1,"Connecticut","CT",9,"Fairfield County"
"38","06791",9005,5,"Connecticut","CT",9,"Litchfield County"
"39","06798",9005,5,"Connecticut","CT",9,"Litchfield County"
"40","06793",9005,5,"Connecticut","CT",9,"Litchfield County"
"41","06330",9015,15,"Connecticut","CT",9,"Windham County"
"42","06699",9001,1,"Connecticut","CT",9,"Fairfield County"
"43","06129",9003,3,"Connecticut","CT",9,"Hartford County"
"44","06503",9009,9,"Connecticut","CT",9,"New Haven County"
"45","06722",9009,9,"Connecticut","CT",9,"New Haven County"
"46","06444",9003,3,"Connecticut","CT",9,"Hartford County"
"47","06230",9015,15,"Connecticut","CT",9,"Windham County"
"48","06147",9003,3,"Connecticut","CT",9,"Hartford County"
"49","06243",9015,15,"Connecticut","CT",9,"Windham County"
"50","06064",9003,3,"Connecticut","CT",9,"Hartford County"
"51","06373",9015,15,"Connecticut","CT",9,"Windham County"
"52","06066",9003,3,"Connecticut","CT",9,"Hartford County"
"53","06888",9001,1,"Connecticut","CT",9,"Fairfield County"
"54","06057",9005,5,"Connecticut","CT",9,"Litchfield County"
"55","06073",9003,3,"Connecticut","CT",9,"Hartford County"
"56","06070",9003,3,"Connecticut","CT",9,"Hartford County"
"57","06019",9003,3,"Connecticut","CT",9,"Hartford County"
"58","06335",9011,11,"Connecticut","CT",9,"New London County"
"59","06354",9015,15,"Connecticut","CT",9,"Windham County"
"60","06442",9007,7,"Connecticut","CT",9,"Middlesex County"
"61","06131",9003,3,"Connecticut","CT",9,"Hartford County"
"62","06241",9015,15,"Connecticut","CT",9,"Windham County"
"63","06134",9003,3,"Connecticut","CT",9,"Hartford County"
"64","06119",9003,3,"Connecticut","CT",9,"Hartford County"
"65","06142",9003,3,"Connecticut","CT",9,"Hartford County"
"66","06254",9011,11,"Connecticut","CT",9,"New London County"
"67","06470",9001,1,"Connecticut","CT",9,"Fairfield County"
"68","06451",9009,9,"Connecticut","CT",9,"New Haven County"
"69","06472",9009,9,"Connecticut","CT",9,"New Haven County"
"70","06702",9009,9,"Connecticut","CT",9,"New Haven County"
"71","06487",9009,9,"Connecticut","CT",9,"New Haven County"
"72","06482",9001,1,"Connecticut","CT",9,"Fairfield County"
"73","06777",9005,5,"Connecticut","CT",9,"Litchfield County"
"74","06790",9005,5,"Connecticut","CT",9,"Litchfield County"
"75","06750",9005,5,"Connecticut","CT",9,"Litchfield County"
"76","06883",9001,1,"Connecticut","CT",9,"Fairfield County"
"77","06870",9001,1,"Connecticut","CT",9,"Fairfield County"
"78","06904",9001,1,"Connecticut","CT",9,"Fairfield County"
"79","06804",9005,5,"Connecticut","CT",9,"Litchfield County"
"80","06795",9005,5,"Connecticut","CT",9,"Litchfield County"
"81","06020",9003,3,"Connecticut","CT",9,"Hartford County"
"82","06404",9001,1,"Connecticut","CT",9,"Fairfield County"
"83","06262",9015,15,"Connecticut","CT",9,"Windham County"
"84","06530",9009,9,"Connecticut","CT",9,"New Haven County"
"85","06763",9005,5,"Connecticut","CT",9,"Litchfield County"
"86","06143",9003,3,"Connecticut","CT",9,"Hartford County"
"87","06721",9009,9,"Connecticut","CT",9,"New Haven County"
"88","06350",9011,11,"Connecticut","CT",9,"New London County"
"89","06024",9005,5,"Connecticut","CT",9,"Litchfield County"
"90","06083",9003,3,"Connecticut","CT",9,"Hartford County"
"91","06779",9009,9,"Connecticut","CT",9,"New Haven County"
"92","06489",9009,9,"Connecticut","CT",9,"New Haven County"
"93","06167",9003,3,"Connecticut","CT",9,"Hartford County"
"94","06926",9001,1,"Connecticut","CT",9,"Fairfield County"
"95","06491",9001,1,"Connecticut","CT",9,"Fairfield County"
"96","06724",9009,9,"Connecticut","CT",9,"New Haven County"
"97","06071",9003,3,"Connecticut","CT",9,"Hartford County"
"98","06006",9003,3,"Connecticut","CT",9,"Hartford County"
"99","06876",9001,1,"Connecticut","CT",9,"Fairfield County"
"100","06388",9011,11,"Connecticut","CT",9,"New London County"
"101","06749",9009,9,"Connecticut","CT",9,"New Haven County"
"102","06042",9003,3,"Connecticut","CT",9,"Hartford County"
"103","06060",9003,3,"Connecticut","CT",9,"Hartford County"
"104","06050",9003,3,"Connecticut","CT",9,"Hartford County"
"105","06068",9005,5,"Connecticut","CT",9,"Litchfield County"
"106","06092",9003,3,"Connecticut","CT",9,"Hartford County"
"107","06027",9003,3,"Connecticut","CT",9,"Hartford County"
"108","06108",9003,3,"Connecticut","CT",9,"Hartford County"
"109","06105",9003,3,"Connecticut","CT",9,"Hartford County"
"110","06118",9003,3,"Connecticut","CT",9,"Hartford County"
"111","06117",9003,3,"Connecticut","CT",9,"Hartford County"
"112","06384",9011,11,"Connecticut","CT",9,"New London County"
"113","06380",9011,11,"Connecticut","CT",9,"New London County"
"114","06353",9011,11,"Connecticut","CT",9,"New London County"
"115","06426",9007,7,"Connecticut","CT",9,"Middlesex County"
"116","06441",9007,7,"Connecticut","CT",9,"Middlesex County"
"117","06268",9013,13,"Connecticut","CT",9,"Tolland County"
"118","06231",9013,13,"Connecticut","CT",9,"Tolland County"
"119","06514",9009,9,"Connecticut","CT",9,"New Haven County"
"120","06477",9009,9,"Connecticut","CT",9,"New Haven County"
"121","06708",9009,9,"Connecticut","CT",9,"New Haven County"
"122","06754",9005,5,"Connecticut","CT",9,"Litchfield County"
"123","06755",9005,5,"Connecticut","CT",9,"Litchfield County"
"124","06757",9005,5,"Connecticut","CT",9,"Litchfield County"
"125","06877",9001,1,"Connecticut","CT",9,"Fairfield County"
"126","06878",9001,1,"Connecticut","CT",9,"Fairfield County"
"127","06810",9001,1,"Connecticut","CT",9,"Fairfield County"
"128","06820",9001,1,"Connecticut","CT",9,"Fairfield County"
"129","06776",9001,1,"Connecticut","CT",9,"Fairfield County"
"130","06836",9001,1,"Connecticut","CT",9,"Fairfield County"
"131","06531",9009,9,"Connecticut","CT",9,"New Haven County"
"132","06115",9003,3,"Connecticut","CT",9,"Hartford County"
"133","06501",9009,9,"Connecticut","CT",9,"New Haven County"
"134","06183",9003,3,"Connecticut","CT",9,"Hartford County"
"135","06061",9005,5,"Connecticut","CT",9,"Litchfield County"
"136","06244",9015,15,"Connecticut","CT",9,"Windham County"
"137","06701",9009,9,"Connecticut","CT",9,"New Haven County"
"138","06792",9005,5,"Connecticut","CT",9,"Litchfield County"
"139","06030",9003,3,"Connecticut","CT",9,"Hartford County"
"140","06533",9009,9,"Connecticut","CT",9,"New Haven County"
"141","06753",9005,5,"Connecticut","CT",9,"Litchfield County"
"142","06376",9011,11,"Connecticut","CT",9,"New London County"
"143","06102",9003,3,"Connecticut","CT",9,"Hartford County"
"144","06246",9015,15,"Connecticut","CT",9,"Windham County"
"145","06786",9003,3,"Connecticut","CT",9,"Hartford County"
"146","06059",9005,5,"Connecticut","CT",9,"Litchfield County"
"147","06267",9015,15,"Connecticut","CT",9,"Windham County"
"148","06411",9009,9,"Connecticut","CT",9,"New Haven County"
"149","06085",9003,3,"Connecticut","CT",9,"Hartford County"
"150","06069",9005,5,"Connecticut","CT",9,"Litchfield County"
"151","06001",9003,3,"Connecticut","CT",9,"Hartford County"
"152","06016",9003,3,"Connecticut","CT",9,"Hartford County"
"153","06018",9005,5,"Connecticut","CT",9,"Litchfield County"
"154","06107",9003,3,"Connecticut","CT",9,"Hartford County"
"155","06109",9003,3,"Connecticut","CT",9,"Hartford County"
"156","06360",9011,11,"Connecticut","CT",9,"New London County"
"157","06382",9011,11,"Connecticut","CT",9,"New London County"
"158","06378",9011,11,"Connecticut","CT",9,"New London County"
"159","06359",9011,11,"Connecticut","CT",9,"New London County"
"160","06413",9007,7,"Connecticut","CT",9,"Middlesex County"
"161","06403",9009,9,"Connecticut","CT",9,"New Haven County"
"162","06260",9015,15,"Connecticut","CT",9,"Windham County"
"163","06256",9015,15,"Connecticut","CT",9,"Windham County"
"164","06259",9015,15,"Connecticut","CT",9,"Windham County"
"165","06279",9013,13,"Connecticut","CT",9,"Tolland County"
"166","06471",9009,9,"Connecticut","CT",9,"New Haven County"
"167","06473",9009,9,"Connecticut","CT",9,"New Haven County"
"168","06450",9009,9,"Connecticut","CT",9,"New Haven County"
"169","06515",9009,9,"Connecticut","CT",9,"New Haven County"
"170","06525",9009,9,"Connecticut","CT",9,"New Haven County"
"171","06704",9009,9,"Connecticut","CT",9,"New Haven County"
"172","06752",9005,5,"Connecticut","CT",9,"Litchfield County"
"173","06762",9009,9,"Connecticut","CT",9,"New Haven County"
"174","06778",9005,5,"Connecticut","CT",9,"Litchfield County"
"175","06784",9001,1,"Connecticut","CT",9,"Fairfield County"
"176","06720",9009,9,"Connecticut","CT",9,"New Haven County"
"177","06880",9001,1,"Connecticut","CT",9,"Fairfield County"
"178","06830",9001,1,"Connecticut","CT",9,"Fairfield County"
"179","06903",9001,1,"Connecticut","CT",9,"Fairfield County"
"180","06825",9001,1,"Connecticut","CT",9,"Fairfield County"
"181","06796",9005,5,"Connecticut","CT",9,"Litchfield County"
"182","06813",9001,1,"Connecticut","CT",9,"Fairfield County"
"183","06043",9013,13,"Connecticut","CT",9,"Tolland County"
"184","06133",9003,3,"Connecticut","CT",9,"Hartford County"
"185","06132",9003,3,"Connecticut","CT",9,"Hartford County"
"186","06137",9003,3,"Connecticut","CT",9,"Hartford County"
"187","06264",9015,15,"Connecticut","CT",9,"Windham County"
"188","06911",9001,1,"Connecticut","CT",9,"Fairfield County"
"189","06723",9009,9,"Connecticut","CT",9,"New Haven County"
"190","06506",9009,9,"Connecticut","CT",9,"New Haven County"
"191","06521",9009,9,"Connecticut","CT",9,"New Haven County"
"192","06536",9009,9,"Connecticut","CT",9,"New Haven County"
"193","06493",9009,9,"Connecticut","CT",9,"New Haven County"
"194","06912",9001,1,"Connecticut","CT",9,"Fairfield County"
"195","06495",9009,9,"Connecticut","CT",9,"New Haven County"
"196","06703",9009,9,"Connecticut","CT",9,"New Haven County"
"197","06032",9003,3,"Connecticut","CT",9,"Hartford County"
"198","06053",9003,3,"Connecticut","CT",9,"Hartford County"
"199","06076",9013,13,"Connecticut","CT",9,"Tolland County"
"200","06082",9003,3,"Connecticut","CT",9,"Hartford County"
"201","06084",9013,13,"Connecticut","CT",9,"Tolland County"
"202","06002",9003,3,"Connecticut","CT",9,"Hartford County"
"203","06011",9003,3,"Connecticut","CT",9,"Hartford County"
"204","06110",9003,3,"Connecticut","CT",9,"Hartford County"
"205","06112",9003,3,"Connecticut","CT",9,"Hartford County"
"206","06103",9003,3,"Connecticut","CT",9,"Hartford County"
"207","06355",9011,11,"Connecticut","CT",9,"New London County"
"208","06365",9011,11,"Connecticut","CT",9,"New London County"
"209","06437",9009,9,"Connecticut","CT",9,"New Haven County"
"210","06419",9007,7,"Connecticut","CT",9,"Middlesex County"
"211","06423",9007,7,"Connecticut","CT",9,"Middlesex County"
"212","06409",9007,7,"Connecticut","CT",9,"Middlesex County"
"213","06120",9003,3,"Connecticut","CT",9,"Hartford County"
"214","06263",9015,15,"Connecticut","CT",9,"Windham County"
"215","06237",9013,13,"Connecticut","CT",9,"Tolland County"
"216","06255",9015,15,"Connecticut","CT",9,"Windham County"
"217","06455",9007,7,"Connecticut","CT",9,"Middlesex County"
"218","06469",9007,7,"Connecticut","CT",9,"Middlesex County"
"219","06519",9009,9,"Connecticut","CT",9,"New Haven County"
"220","06611",9001,1,"Connecticut","CT",9,"Fairfield County"
"221","06614",9001,1,"Connecticut","CT",9,"Fairfield County"
"222","06612",9001,1,"Connecticut","CT",9,"Fairfield County"
"223","06607",9001,1,"Connecticut","CT",9,"Fairfield County"
"224","06706",9009,9,"Connecticut","CT",9,"New Haven County"
"225","06712",9009,9,"Connecticut","CT",9,"New Haven County"
"226","06787",9005,5,"Connecticut","CT",9,"Litchfield County"
"227","06853",9001,1,"Connecticut","CT",9,"Fairfield County"
"228","06854",9001,1,"Connecticut","CT",9,"Fairfield County"
"229","06902",9001,1,"Connecticut","CT",9,"Fairfield County"
"230","06907",9001,1,"Connecticut","CT",9,"Fairfield County"
"231","06811",9001,1,"Connecticut","CT",9,"Fairfield County"
"232","06812",9001,1,"Connecticut","CT",9,"Fairfield County"
"233","06383",9011,11,"Connecticut","CT",9,"New London County"
"234","06091",9003,3,"Connecticut","CT",9,"Hartford County"
"235","06144",9003,3,"Connecticut","CT",9,"Hartford County"
"236","06829",9001,1,"Connecticut","CT",9,"Fairfield County"
"237","06507",9009,9,"Connecticut","CT",9,"New Haven County"
"238","06023",9007,7,"Connecticut","CT",9,"Middlesex County"
"239","06349",9011,11,"Connecticut","CT",9,"New London County"
"240","06338",9011,11,"Connecticut","CT",9,"New London County"
"241","06065",9005,5,"Connecticut","CT",9,"Litchfield County"
"242","06532",9009,9,"Connecticut","CT",9,"New Haven County"
"243","06152",9003,3,"Connecticut","CT",9,"Hartford County"
"244","06153",9003,3,"Connecticut","CT",9,"Hartford County"
"245","06155",9003,3,"Connecticut","CT",9,"Hartford County"
"246","06028",9003,3,"Connecticut","CT",9,"Hartford County"
"247","06538",9009,9,"Connecticut","CT",9,"New Haven County"
"248","06156",9003,3,"Connecticut","CT",9,"Hartford County"
"249","06422",9009,9,"Connecticut","CT",9,"New Haven County"
"250","06258",9015,15,"Connecticut","CT",9,"Windham County"
"251","06233",9015,15,"Connecticut","CT",9,"Windham County"
"252","06479",9009,9,"Connecticut","CT",9,"New Haven County"
"253","06235",9013,13,"Connecticut","CT",9,"Tolland County"
"254","06537",9009,9,"Connecticut","CT",9,"New Haven County"
"255","06041",9003,3,"Connecticut","CT",9,"Hartford County"
"256","06022",9003,3,"Connecticut","CT",9,"Hartford County"
"257","06051",9003,3,"Connecticut","CT",9,"Hartford County"
"258","06034",9003,3,"Connecticut","CT",9,"Hartford County"
"259","06058",9005,5,"Connecticut","CT",9,"Litchfield County"
"260","06078",9003,3,"Connecticut","CT",9,"Hartford County"
"261","06088",9003,3,"Connecticut","CT",9,"Hartford County"
"262","06021",9005,5,"Connecticut","CT",9,"Litchfield County"
"263","06098",9005,5,"Connecticut","CT",9,"Litchfield County"
"264","06357",9011,11,"Connecticut","CT",9,"New London County"
"265","06334",9011,11,"Connecticut","CT",9,"New London County"
"266","06417",9007,7,"Connecticut","CT",9,"Middlesex County"
"267","06405",9009,9,"Connecticut","CT",9,"New Haven County"
"268","06438",9007,7,"Connecticut","CT",9,"Middlesex County"
"269","06412",9007,7,"Connecticut","CT",9,"Middlesex County"
"270","06420",9011,11,"Connecticut","CT",9,"New London County"
"271","06249",9011,11,"Connecticut","CT",9,"New London County"
"272","06226",9015,15,"Connecticut","CT",9,"Windham County"
"273","06278",9015,15,"Connecticut","CT",9,"Windham County"
"274","06518",9009,9,"Connecticut","CT",9,"New Haven County"
"275","06511",9009,9,"Connecticut","CT",9,"New Haven County"
"276","06615",9001,1,"Connecticut","CT",9,"Fairfield County"
"277","06510",9009,9,"Connecticut","CT",9,"New Haven County"
"278","06478",9009,9,"Connecticut","CT",9,"New Haven County"
"279","06716",9009,9,"Connecticut","CT",9,"New Haven County"
"280","06770",9009,9,"Connecticut","CT",9,"New Haven County"
"281","06751",9005,5,"Connecticut","CT",9,"Litchfield County"
"282","06710",9009,9,"Connecticut","CT",9,"New Haven County"
"283","06890",9001,1,"Connecticut","CT",9,"Fairfield County"
"284","06901",9001,1,"Connecticut","CT",9,"Fairfield County"
"285","06896",9001,1,"Connecticut","CT",9,"Fairfield County"
"286","06905",9001,1,"Connecticut","CT",9,"Fairfield County"
"287","06824",9001,1,"Connecticut","CT",9,"Fairfield County"
"288","06801",9001,1,"Connecticut","CT",9,"Fairfield County"
"289","06045",9003,3,"Connecticut","CT",9,"Hartford County"
"290","06601",9001,1,"Connecticut","CT",9,"Fairfield County"
"291","06123",9003,3,"Connecticut","CT",9,"Hartford County"
"292","06336",9011,11,"Connecticut","CT",9,"New London County"
"293","06251",9013,13,"Connecticut","CT",9,"Tolland County"
"294","06602",9001,1,"Connecticut","CT",9,"Fairfield County"
"295","06852",9001,1,"Connecticut","CT",9,"Fairfield County"
"296","06440",9001,1,"Connecticut","CT",9,"Fairfield County"
"297","06534",9009,9,"Connecticut","CT",9,"New Haven County"
"298","06504",9009,9,"Connecticut","CT",9,"New Haven County"
"299","06387",9015,15,"Connecticut","CT",9,"Windham County"
"300","06080",9003,3,"Connecticut","CT",9,"Hartford County"
"301","06505",9009,9,"Connecticut","CT",9,"New Haven County"
"302","06535",9009,9,"Connecticut","CT",9,"New Haven County"
"303","06910",9001,1,"Connecticut","CT",9,"Fairfield County"
"304","06242",9013,13,"Connecticut","CT",9,"Tolland County"
"305","06161",9003,3,"Connecticut","CT",9,"Hartford County"
"306","06408",9009,9,"Connecticut","CT",9,"New Haven County"
"307","06439",9011,11,"Connecticut","CT",9,"New London County"
"308","06858",9001,1,"Connecticut","CT",9,"Fairfield County"
"309","06031",9005,5,"Connecticut","CT",9,"Litchfield County"
"310","06035",9003,3,"Connecticut","CT",9,"Hartford County"
"311","06079",9005,5,"Connecticut","CT",9,"Litchfield County"
"312","06081",9003,3,"Connecticut","CT",9,"Hartford County"
"313","06114",9003,3,"Connecticut","CT",9,"Hartford County"
"314","06096",9003,3,"Connecticut","CT",9,"Hartford County"
"315","06377",9015,15,"Connecticut","CT",9,"Windham County"
"316","06379",9011,11,"Connecticut","CT",9,"New London County"
"317","06332",9015,15,"Connecticut","CT",9,"Windham County"
"318","06339",9011,11,"Connecticut","CT",9,"New London County"
"319","06372",9011,11,"Connecticut","CT",9,"New London County"
"320","06374",9015,15,"Connecticut","CT",9,"Windham County"
"321","06416",9007,7,"Connecticut","CT",9,"Middlesex County"
"322","06331",9015,15,"Connecticut","CT",9,"Windham County"
"323","06277",9015,15,"Connecticut","CT",9,"Windham County"
"324","06138",9003,3,"Connecticut","CT",9,"Hartford County"
"325","06269",9013,13,"Connecticut","CT",9,"Tolland County"
"326","06247",9015,15,"Connecticut","CT",9,"Windham County"
"327","06248",9013,13,"Connecticut","CT",9,"Tolland County"
"328","06128",9003,3,"Connecticut","CT",9,"Hartford County"
"329","06605",9001,1,"Connecticut","CT",9,"Fairfield County"
"330","06705",9009,9,"Connecticut","CT",9,"New Haven County"
"331","06606",9001,1,"Connecticut","CT",9,"Fairfield County"
"332","06483",9009,9,"Connecticut","CT",9,"New Haven County"
"333","06492",9009,9,"Connecticut","CT",9,"New Haven County"
"334","06494",9009,9,"Connecticut","CT",9,"New Haven County"
"335","06785",9005,5,"Connecticut","CT",9,"Litchfield County"
"336","06855",9001,1,"Connecticut","CT",9,"Fairfield County"
"337","06838",9001,1,"Connecticut","CT",9,"Fairfield County"
"338","06881",9001,1,"Connecticut","CT",9,"Fairfield County"
"339","06807",9001,1,"Connecticut","CT",9,"Fairfield County"
"340","06794",9005,5,"Connecticut","CT",9,"Litchfield County"
"341","06782",9005,5,"Connecticut","CT",9,"Litchfield County"
"342","06282",9015,15,"Connecticut","CT",9,"Windham County"
"343","06351",9015,15,"Connecticut","CT",9,"Windham County"
"344","06101",9003,3,"Connecticut","CT",9,"Hartford County"
"345","06502",9009,9,"Connecticut","CT",9,"New Haven County"
"346","06141",9003,3,"Connecticut","CT",9,"Hartford County"
"347","06077",9013,13,"Connecticut","CT",9,"Tolland County"
"348","06508",9009,9,"Connecticut","CT",9,"New Haven County"
"349","06467",9003,3,"Connecticut","CT",9,"Hartford County"
"350","06540",9009,9,"Connecticut","CT",9,"New Haven County"
"351","06875",9001,1,"Connecticut","CT",9,"Fairfield County"
"352","06927",9001,1,"Connecticut","CT",9,"Fairfield County"
"353","06828",9001,1,"Connecticut","CT",9,"Fairfield County"
"354","06029",9013,13,"Connecticut","CT",9,"Tolland County"
"355","06052",9003,3,"Connecticut","CT",9,"Hartford County"
"356","06067",9003,3,"Connecticut","CT",9,"Hartford County"
"357","06093",9003,3,"Connecticut","CT",9,"Hartford County"
"358","06063",9005,5,"Connecticut","CT",9,"Litchfield County"
"359","06026",9003,3,"Connecticut","CT",9,"Hartford County"
"360","06111",9003,3,"Connecticut","CT",9,"Hartford County"
"361","06385",9011,11,"Connecticut","CT",9,"New London County"
"362","06370",9011,11,"Connecticut","CT",9,"New London County"
"363","06333",9011,11,"Connecticut","CT",9,"New London County"
"364","06401",9009,9,"Connecticut","CT",9,"New Haven County"
"365","06239",9015,15,"Connecticut","CT",9,"Windham County"
"366","06238",9013,13,"Connecticut","CT",9,"Tolland County"
"367","06280",9015,15,"Connecticut","CT",9,"Windham County"
"368","06281",9015,15,"Connecticut","CT",9,"Windham County"
"369","06145",9003,3,"Connecticut","CT",9,"Hartford County"
"370","06127",9003,3,"Connecticut","CT",9,"Hartford County"
"371","06468",9001,1,"Connecticut","CT",9,"Fairfield County"
"372","06460",9009,9,"Connecticut","CT",9,"New Haven County"
"373","06475",9007,7,"Connecticut","CT",9,"Middlesex County"
"374","06516",9009,9,"Connecticut","CT",9,"New Haven County"
"375","06604",9001,1,"Connecticut","CT",9,"Fairfield County"
"376","06512",9009,9,"Connecticut","CT",9,"New Haven County"
"377","06524",9009,9,"Connecticut","CT",9,"New Haven County"
"378","06610",9001,1,"Connecticut","CT",9,"Fairfield County"
"379","06608",9001,1,"Connecticut","CT",9,"Fairfield County"
"380","06498",9007,7,"Connecticut","CT",9,"Middlesex County"
"381","06783",9005,5,"Connecticut","CT",9,"Litchfield County"
"382","06758",9005,5,"Connecticut","CT",9,"Litchfield County"
"383","06851",9001,1,"Connecticut","CT",9,"Fairfield County"
"384","06897",9001,1,"Connecticut","CT",9,"Fairfield County"
"385","06831",9001,1,"Connecticut","CT",9,"Fairfield County"
"386","06090",9003,3,"Connecticut","CT",9,"Hartford County"
"387","06266",9015,15,"Connecticut","CT",9,"Windham County"
"388","06126",9003,3,"Connecticut","CT",9,"Hartford County"
"389","06459",9007,7,"Connecticut","CT",9,"Middlesex County"
"390","06089",9003,3,"Connecticut","CT",9,"Hartford County"
"391","06389",9011,11,"Connecticut","CT",9,"New London County"
"392","06146",9003,3,"Connecticut","CT",9,"Hartford County"
"393","06509",9009,9,"Connecticut","CT",9,"New Haven County"
"394","06856",9001,1,"Connecticut","CT",9,"Fairfield County"
"395","06154",9003,3,"Connecticut","CT",9,"Hartford County"
"396","06072",9013,13,"Connecticut","CT",9,"Tolland County"
"397","06160",9003,3,"Connecticut","CT",9,"Hartford County"
"398","06781",9005,5,"Connecticut","CT",9,"Litchfield County"
"399","06075",9013,13,"Connecticut","CT",9,"Tolland County"
"400","06456",9007,7,"Connecticut","CT",9,"Middlesex County"
"401","06414",9007,7,"Connecticut","CT",9,"Middlesex County"
"402","06199",9003,3,"Connecticut","CT",9,"Hartford County"
"403","06025",9003,3,"Connecticut","CT",9,"Hartford County"
"404","06673",9001,1,"Connecticut","CT",9,"Fairfield County"
"405","47141",18019,19,"Indiana","IN",18,"Clark County"
"406","47161",18061,61,"Indiana","IN",18,"Harrison County"
"407","47708",18163,163,"Indiana","IN",18,"Vanderburgh County"
"408","47715",18163,163,"Indiana","IN",18,"Vanderburgh County"
"409","47716",18163,163,"Indiana","IN",18,"Vanderburgh County"
"410","47126",18019,19,"Indiana","IN",18,"Clark County"
"411","47666",18051,51,"Indiana","IN",18,"Gibson County"
"412","47108",18117,117,"Indiana","IN",18,"Orange County"
"413","47006",18137,137,"Indiana","IN",18,"Ripley County"
"414","47022",18029,29,"Indiana","IN",18,"Dearborn County"
"415","47060",18029,29,"Indiana","IN",18,"Dearborn County"
"416","46041",18023,23,"Indiana","IN",18,"Clinton County"
"417","46060",18057,57,"Indiana","IN",18,"Hamilton County"
"418","46076",18159,159,"Indiana","IN",18,"Tipton County"
"419","46131",18081,81,"Indiana","IN",18,"Johnson County"
"420","46031",18057,57,"Indiana","IN",18,"Hamilton County"
"421","46055",18057,57,"Indiana","IN",18,"Hamilton County"
"422","46124",18145,145,"Indiana","IN",18,"Shelby County"
"423","46058",18023,23,"Indiana","IN",18,"Clinton County"
"424","46065",18023,23,"Indiana","IN",18,"Clinton County"
"425","46118",18063,63,"Indiana","IN",18,"Hendricks County"
"426","46806",18003,3,"Indiana","IN",18,"Allen County"
"427","46825",18003,3,"Indiana","IN",18,"Allen County"
"428","46742",18151,151,"Indiana","IN",18,"Steuben County"
"429","46759",18179,179,"Indiana","IN",18,"Wells County"
"430","46783",18069,69,"Indiana","IN",18,"Huntington County"
"431","46793",18033,33,"Indiana","IN",18,"DeKalb County"
"432","46930",18053,53,"Indiana","IN",18,"Grant County"
"433","46919",18067,67,"Indiana","IN",18,"Howard County"
"434","47448",18013,13,"Indiana","IN",18,"Brown County"
"435","47340",18135,135,"Indiana","IN",18,"Randolph County"
"436","47446",18093,93,"Indiana","IN",18,"Lawrence County"
"437","47396",18035,35,"Indiana","IN",18,"Delaware County"
"438","47386",18065,65,"Indiana","IN",18,"Henry County"
"439","47433",18119,119,"Indiana","IN",18,"Owen County"
"440","47346",18177,177,"Indiana","IN",18,"Wayne County"
"441","47452",18117,117,"Indiana","IN",18,"Orange County"
"442","47339",18177,177,"Indiana","IN",18,"Wayne County"
"443","47468",18105,105,"Indiana","IN",18,"Monroe County"
"444","47514",18123,123,"Indiana","IN",18,"Perry County"
"445","46250",18097,97,"Indiana","IN",18,"Marion County"
"446","46254",18097,97,"Indiana","IN",18,"Marion County"
"447","46280",18057,57,"Indiana","IN",18,"Hamilton County"
"448","46307",18089,89,"Indiana","IN",18,"Lake County"
"449","46235",18097,97,"Indiana","IN",18,"Marion County"
"450","46231",18097,97,"Indiana","IN",18,"Marion County"
"451","46405",18089,89,"Indiana","IN",18,"Lake County"
